 ,Label,Min,Max,Angle,Length
44,KAS_L_0140_17_1x.bmp,110.35,166.67,34.51,2.37
45,KAS_L_0140_17_1x.bmp,118.78,177.78,-61.70,5.60
46,KAS_L_0140_17_1x.bmp,135.38,159.56,-157.17,2.56
47,KAS_L_0140_17_1x.bmp,124.64,162.38,48.81,5.38
48,KAS_L_0140_17_1x.bmp,131.94,166.08,-38.66,2.45
49,KAS_L_0140_18_1x.bmp,91.26,159.00,-10.44,4.87
50,KAS_L_0140_18_1x.bmp,105.85,160.92,-108.43,1.99
51,KAS_L_0140_18_1x.bmp,105.26,170.92,-120.96,5.19
52,KAS_L_0140_18_1x.bmp,112.71,175.50,-26.57,1.99
53,KAS_L_0140_19_1x.bmp,91.43,150.67,-120.34,5.93
54,KAS_L_0140_19_1x.bmp,94.95,176.12,147.26,2.15
55,KAS_L_0140_20_2x.bmp,113.40,163.26,-35.36,4.76
56,KAS_L_0140_20_2x.bmp,113.98,168.44,-124.70,2.03
57,KAS_L_0140_20_2x.bmp,107.03,173.44,12.38,5.32
58,KAS_L_0140_20_2x.bmp,111.69,157.00,90.00,2.23
59,KAS_L_0140_20_2x.bmp,93.78,183.44,112.83,5.30
60,KAS_L_0140_20_2x.bmp,118.80,179.89,-158.20,2.66
61,KAS_L_0140_20_rev_2x.bmp,118.91,184.33,-64.00,5.69
62,KAS_L_0140_20_rev_2x.bmp,113.82,185.19,14.62,2.98
63,KAS_L_0140_21_rev_2x.bmp,88.24,179.75,-45.00,5.83
64,KAS_L_0140_21_rev_2x.bmp,98.56,165.48,-137.12,2.38
65,KAS_L_0140_21_rev_2x.bmp,87.75,148.11,40.31,5.33
66,KAS_L_0140_21_rev_2x.bmp,103.69,173.46,-47.49,2.07
67,KAS_L_0140_21_rev_2x.bmp,103.37,184.25,-12.99,5.04
68,KAS_L_0140_21_rev_2x.bmp,98.20,168.25,77.47,2.28
69,KAS_L_0140_22_1x.bmp,107.03,164.44,19.75,5.22
70,KAS_L_0140_22_1x.bmp,108.32,174.67,-64.80,2.35
71,KAS_L_0140_22_rev_1x.bmp,104.12,158.92,-157.38,4.97
72,KAS_L_0140_22_rev_1x.bmp,116.81,170.25,113.96,2.48
73,KAS_L_0140_23_rev_1x.bmp,101.81,165.22,-18.43,5.19
74,KAS_L_0140_23_rev_1x.bmp,116.24,162.00,78.11,2.37
