 ,Label,Min,Max,Angle,Length
1,KAS_GEL_3550_image005_3.bmp,0.00,133.44,-22.83,13.00
2,KAS_GEL_3550_image005_3.bmp,66.01,153.33,-122.91,2.54
3,KAS_GEL_3550_image005_6.bmp,54.65,155.59,-4.32,13.39
4,KAS_GEL_3550_image005_6.bmp,68.81,143.83,-93.01,2.46
5,KAS_GEL_3550_image008_1.bmp,66.91,137.33,43.92,14.17
6,KAS_GEL_3550_image008_1.bmp,57.04,147.63,141.34,2.45
7,KAS_GEL_3550_image009_1.bmp,54.87,149.33,-25.93,15.33
8,KAS_GEL_3550_image009_1.bmp,55.75,132.89,-115.35,2.67
9,KAS_GEL_3550_image011_1.bmp,63.04,142.17,-164.34,14.06
10,KAS_GEL_3550_image011_1.bmp,83.17,133.67,107.65,2.83
11,KAS_GEL_3550_image011_2.bmp,67.17,128.14,-151.48,13.12
12,KAS_GEL_3550_image011_2.bmp,74.31,155.46,-59.53,2.43
13,KAS_GEL_3550_image012_1.bmp,64.22,144.07,-66.60,14.31
14,KAS_GEL_3550_image012_1.bmp,62.15,121.58,-157.62,2.33
15,KAS_GEL_3550_image014_1.bmp,60.76,160.67,-50.26,13.51
16,KAS_GEL_3550_image014_1.bmp,63.86,159.56,38.66,2.45
17,KAS_GEL_3550_image014_2.bmp,54.40,144.93,-3.85,13.18
18,KAS_GEL_3550_image014_2.bmp,59.23,144.00,87.40,2.77
19,KAS_GEL_3550_image016_1.bmp,43.42,136.33,-116.82,12.86
20,KAS_GEL_3550_image016_1.bmp,42.91,147.00,-14.04,2.55
21,KAS_GEL_3550_image016_2.bmp,66.03,149.78,-37.38,14.23
22,KAS_GEL_3550_image016_2.bmp,58.57,143.83,-133.15,2.87
23,KAS_GEL_3550_image019_1.bmp,50.05,138.67,88.78,11.85
24,KAS_GEL_3550_image019_1.bmp,72.37,136.33,0.00,2.49
25,KAS_GEL_3550_image020_1.bmp,93.42,129.51,43.88,13.60
26,KAS_GEL_3550_image020_2.bmp,85.00,111.44,-45.00,2.49
27,KAS_GEL_3550_image023_1.bmp,54.85,145.85,-69.26,13.84
28,KAS_GEL_3550_image023_1.bmp,65.98,142.25,20.22,2.62
