Species_ID,Image_ID,Specimen_ID,PC1_symm_mean,PC1_asym_mean,PC2_asym_mean,PC3_asym_mean,PC1_glob_mean,PC2_glob_mean,Length_mean,Width_mean,Length_to_width_ratio_mean,N_spores
harpagum,KAS_L_0244_13_1xR,KAS_L_0244,0.1762378,0.04617564,-0.00230667,-0.004500592,0.1820366,-0.008372732,6.32,2.61,2.42,1
harpagum,KAS_L_0244_14_1x,KAS_L_0244,0.1853011,0.01862771,-7.621383e-4,-0.009903819,0.1852351,0.02076887,6.93,2.83,2.45,1
harpagum,KAS_L_0244_15_2x,KAS_L_0244,0.1466412,0.017496585000000002,-0.0057040485,-0.004275586,0.14710085,0.0129568875,7.234999999999999,2.71,2.67,2
harpagum,KAS_L_0244_18_1xC,KAS_L_0244,0.1562601,0.008220131,-0.004067011,0.00453838,0.1544288,0.02266755,6.37,2.42,2.63,1
harpagum,KAS_L_0244_22_2x,KAS_L_0244,0.1591719,0.03177621,5.94665e-4,-0.001223907,0.1623269,0.001347472,7.1,2.77,2.56,1
harpagum,KAS_L_0244_23_rev,KAS_L_0244,0.15432525,0.053073665,-0.0132976659,-0.006343654,0.1620527,-0.01996142,7.675,2.83,2.71,2
harpagum,KAS_L_0244_24_rev,KAS_L_0244,0.1858165,0.02755514,-4.827019e-4,-0.005641138,0.1875288,0.01110784,7.09,2.76,2.57,1
parvisporum,KAS_L_1226_07_1,KAS_L_1226,0.228381,0.07738194,0.01798797,-0.01250595,0.2396548,-0.02686209,5.45,2.38,2.29,1
parvisporum,KAS_L_1226_08_1xB,KAS_L_1226,0.2318488,0.07507579,0.01147981,-0.01597258,0.2426099,-0.02523617,5.6,2.4,2.33,1
parvisporum,KAS_L_1226_09_1,KAS_L_1226,0.2545257,0.06697603,0.01662087,-1.956852e-4,0.2629364,-0.01361074,5.32,2.39,2.23,1
parvisporum,KAS_L_1226_15_1x,KAS_L_1226,0.2423305,0.08310522,0.01356403,-0.008793433,0.254479,-0.0311706,5.49,2.42,2.27,1
parvisporum,KAS_L_1226_17_rev,KAS_L_1226,0.2896712,0.08236334,0.0164458,-0.01425534,0.3007138,-0.01898908,5.09,2.39,2.13,1
parvisporum,KAS_L_1226_21_1x,KAS_L_1226,0.2780641,0.09213364,0.02138951,-0.009904322,0.2913322,-0.03156877,5.29,2.52,2.1,1
parvisporum,KAS_L_1226_22_rev,KAS_L_1226,0.2555659,0.03968933,0.00788799,-0.001850672,0.2582591,0.01415634,5.4,2.43,2.22,1
parvisporum,KAS_L_1226_23_rev,KAS_L_1226,0.2364545,0.09033279,0.01281455,-0.01809802,0.2503225,-0.03894741,5.72,2.46,2.33,1
parvisporum,KAS_L_1226_27_1xR,KAS_L_1226,0.2769147,0.07392854,0.02502092,-0.003377853,0.2863498,-0.01449341,4.87,2.36,2.06,1
parvisporum,KAS_L_1226_29_1xL,KAS_L_1226,0.2619715,0.08552563,0.02549499,-0.008563677,0.2741949,-0.02983894,4.96,2.21,2.24,1
parvisporum,KAS_L_1226_35_1x,KAS_L_1226,0.2609894,0.08204709,0.01618989,-0.01143374,0.2725409,-0.02623819,5.53,2.5,2.21,1
harpagum,KAS_L_1726_img002_rev,KAS_L_1726,0.1442241,0.01202223,0.003898651,-0.007053148,0.1436476,0.017128730000000002,7.05,2.56,2.75,1
harpagum,KAS_L_1726_img003_rev,KAS_L_1726,0.1979213,0.03832533,0.007977436,0.008424193,0.2015078,0.003054174,6.18,2.62,2.36,1
harpagum,KAS_L_1726_img004_3x,KAS_L_1726,0.21274125,0.031062626,0.012818379500000001,0.00135289575,0.21455734999999998,0.013239889999999999,5.645,2.5650000000000004,2.1950000000000003,2
harpagum,KAS_L_1726_img005_rev,KAS_L_1726,0.2067049,0.03228235,0.001290088,-0.008829979,0.2090224,0.01160142,6.12,2.7,2.27,1
harpagum,KAS_L_1726_img006_1x,KAS_L_1726,0.1874403,0.05344426,0.001786871,-0.002946371,0.1944917,-0.01363886,6.43,2.48,2.59,1
harpagum,KAS_L_1726_img007_rev,KAS_L_1726,0.2280575,0.037234210000000004,0.013080877500000001,-0.0014434720000000001,0.23083515,0.011115366,6.01,2.675,2.25,2
harpagum,KAS_L_1726_img008_rev,KAS_L_1726,0.2415969,0.02815413,0.00696393,-2.812508e-4,0.2422019,0.02284485,5.84,2.7,2.16,1
harpagum,KAS_L_1726_img009_rev,KAS_L_1726,0.18999,0.03009268,0.001846364,0.00700929,0.1920166,0.009391121,6.06,2.5,2.42,1
harpagum,KAS_L_1726_img011_2xA,KAS_L_1726,0.20175855,0.037233175,-6.174127e-4,-0.0060669945,0.2051845,0.0056108765,6.35,2.74,2.3200000000000003,2
harpagum,KAS_L_1726_img011_rev,KAS_L_1726,0.1704204,0.0256356,3.469127e-4,-0.01002885,0.172169,0.01072953,6.56,2.61,2.51,1
harpagum,KAS_L_1726_img017_1x,KAS_L_1726,0.1659797,0.05511199,1.033239e-4,-0.01057765,0.1739889,-0.0189649,7.06,2.61,2.7,1
harpagum,KAS_L_1726_img018_1x,KAS_L_1726,0.1771731,0.04207228,0.003499537,-0.005404739,0.1821071,-0.004045724,6.46,2.64,2.45,1
harpagum,KAS_L_1726_img019_3x,KAS_L_1726,0.2236551,0.055038565,0.0042728934999999996,-0.0050463275,0.23030445,-0.0072285399999999994,5.72,2.545,2.255,2
harpagum,KAS_L_1726_img019_rev,KAS_L_1726,0.17747100000000002,0.04076966,4.397416666666666e-4,0.001330428,0.1820507,-0.0035023990000000007,6.14,2.466666666666667,2.493333333333333,3
harpagum,KAS_L_1726_img020_1x,KAS_L_1726,0.2212537,0.02703356,0.005206472,-0.005906708,0.2220893,0.01900733,5.7,2.53,2.25,1
harpagum,KAS_L_1726_img020_rev,KAS_L_1726,0.19022175,0.044098609999999996,0.0060297025,0.0053322005,0.195204,-0.004807904,6.105,2.515,2.4299999999999997,2
harpagum,KAS_L_1726_img021_1x,KAS_L_1726,0.1866768,0.03353556,0.01042038,-3.935674e-5,0.1896057,0.005699029,6.57,2.62,2.51,1
harpagum,KAS_L_1726_img021_rev,KAS_L_1726,0.18929374999999998,0.03686765,0.0080068825,-0.006716683500000001,0.1929572,0.003485417,6.3100000000000005,2.5700000000000003,2.455,2
harpagum,KAS_L_1726_img023_1x,KAS_L_1726,0.1865812,0.04361357,0.00673228,-0.00233582,0.1916199,-0.004194251,6.56,2.49,2.63,1
longisporum,KAS_MS_4617_05_rev,KAS_MS_4617,-0.1297576,-0.05696917,-4.375546e-4,-0.01488953,-0.1386105,0.02959394,17.08,2.44,7,1
longisporum,KAS_MS_4617_09_rev,KAS_MS_4617,-0.1174271,-0.07810333,-0.01602319,-0.01070284,-0.1310146,0.05246779,15.12,2.35,6.43,1
longisporum,KAS_MS_4617_14_rev,KAS_MS_4617,-0.1085796,-0.07573271,0.01031985,-0.001010235,-0.1219018,0.05194421,15.22,2.31,6.59,1
longisporum,KAS_MS_4617_17_1x,KAS_MS_4617,-0.1199438,-0.04704589,0.002029979,-0.006061921,-0.127007,0.02182807,14.97,2.3,6.51,1
longisporum,KAS_MS_4617_19_1x,KAS_MS_4617,-0.09513635,-0.07166786,-0.02564345,-0.03332165,-0.1076404,0.05273543,14.19,2.32,6.12,1
longisporum,KAS_MS_4617_20_rev,KAS_MS_4617,-0.1149186,-0.04857525,0.00469499,-0.001244519,-0.1224783,0.02402886,14.47,2.22,6.52,1
longisporum,KAS_MS_4617_21_rev,KAS_MS_4617,-0.09819082,-0.08663201,-0.003655161,-0.007709266,-0.1139729,0.0648997,13.63,2.26,6.03,1
longisporum,KAS_MS_4617_27_rev,KAS_MS_4617,-0.1222816,-0.01686174,-0.001455585,-0.00212,-0.1230885,-0.008797485,15.28,2.35,6.5,1
longisporum,KAS_MS_4617_28_rev,KAS_MS_4617,-0.1026817,-0.02210954,0.009789263,0.02154008,-0.1052721,-0.001568769,15.28,2.41,6.34,1
longisporum,KAS_MS_4617_29_1xR,KAS_MS_4617,-0.1149605,-0.02468321,-0.003409231,-0.008377293,-0.1175096,3.414247e-4,15.12,2.36,6.41,1
longisporum,KAS_MS_4617_29_rev,KAS_MS_4617,-0.1190888,-0.02651376,-0.003199155,0.01179796,-0.122174,-3.043868e-4,14.96,2.39,6.26,1
longisporum,KAS_MS_4617_31_rev,KAS_MS_4617,-0.1054996,1.918323e-5,0.001950439,0.01021854,-0.1033339,-0.02270883,14.27,2.18,6.55,1
robustius,KHL_10272_01_1x,KHL_10272,0.04782049,0.01277192,-0.01072133,0.006610368,0.04929593,-0.002757614,10.18,2.81,3.62,1
robustius,KHL_10272_02_1,KHL_10272,0.06641624,0.01425468,-0.008060995,0.01099674,0.06775084,-2.677739e-4,10.07,2.91,3.46,1
robustius,KHL_10272_04_rev,KHL_10272,0.08832632,0.008697656,-0.004365699,-5.637924e-4,0.08823131,0.01072679,10.32,3.06,3.37,1
robustius,KHL_10272_05_2x,KHL_10272,0.081476625,-0.0053896379999999995,-0.0070638375000000005,0.0085086565,0.07838582499999999,0.021871911,9.86,2.955,3.34,2
robustius,KHL_10272_07_1x,KHL_10272,0.05738633,0.00958082,-0.009654152,0.006554443,0.05803263,0.002791306,10.32,2.92,3.53,1
robustius,KHL_10272_09_1xR,KHL_10272,0.1079514,0.03417561,-0.002147061,0.01204309,0.112564,-0.01132209,10.47,3.06,3.42,1
robustius,KHL_10272_10_1x,KHL_10272,0.07895302,0.01472255,-0.0217638,0.008089848,0.08009872,0.002181232,9.68,2.64,3.67,1
robustius,KHL_10272_14_1x,KHL_10272,0.04254368,0.04349864,-0.02590624,0.004117092,0.05053759,-0.03387775,10.07,2.83,3.56,1
robustius,KHL_10272_17_1xL,KHL_10272,0.05504402,0.02740502,-0.004496348,0.01332962,0.05932816,-0.01598949,9.62,2.83,3.4,1
robustius,KHL_10272_18_1x,KHL_10272,0.05522388,2.920785e-4,-8.409273e-4,0.004833567,0.05403799,0.01183445,10.14,2.96,3.43,1
robustius,KHL_10272_25_1x,KHL_10272,0.05758474,0.001776539,-0.008166107,-7.298546e-4,0.05669744,0.01048508,9.81,2.36,4.16,1
robustius,KHL_10272_31_1x,KHL_10272,0.0929048,0.05838525,-0.03117407,0.002104418,0.1028505,-0.03843007,9.31,2.67,3.49,1
fusisporum,KHL_10360_13_1xC,KHL_10360,0.016546327,2.7980666666666654e-4,0.003799256,0.010203110000000001,0.016114065,0.0038448343333333333,12.033333333333333,3.3,3.67,3
fusisporum,KHL_10360_16_rev,KHL_10360,0.02982592,-0.01412786,-0.003083188,0.00347692,0.02613207,0.02124154,11.92,3.28,3.63,1
fusisporum,KHL_10360_17_2x,KHL_10360,0.0018049995,-0.027502310000000002,0.0043680467,0.0095535645,-0.004104429,0.02791979,11.46,3.045,3.77,2
fusisporum,KHL_10360_18_1xT,KHL_10360,0.004709797,-0.003547578,2.223377e-4,0.01051509,0.003696902,0.005114263,11.55,3.11,3.71,1
fusisporum,KHL_10360_18_rev,KHL_10360,0.02877979,-0.0221432,-0.01145061,-0.002230768,0.02350483,0.02919875,11.17,3.25,3.44,1
fusisporum,KHL_10360_21_1xC,KHL_10360,0.006973627,-0.003364347,-0.004460569,0.006065014,0.00599017,0.005478877,11.23,2.94,3.82,1
fusisporum,KHL_10360_23_rev,KHL_10360,-0.01192066,0.01145083,-0.01000406,0.008608568,-0.009443843,-0.0132272,12.45,3.13,3.98,1
fusisporum,KHL_10360_24_rev,KHL_10360,0.04467445,-0.01185218,0.003502162,0.01594809,0.04098796,0.02195119,10.89,3.04,3.58,1
fusisporum,KHL_10360_25_1xTR,KHL_10360,0.0224491,-0.03085672,0.009406523,0.005055503,0.0154886,0.03589677,13.15,3.61,3.64,1
fusisporum,KHL_10360_26_1xB,KHL_10360,0.002825764,-0.02453503,-0.01398571,-0.004226059,-0.002378031,0.02548707,11.54,3.12,3.7,1
fusisporum,KHL_10360_26_rev,KHL_10360,-0.001567488,-0.01377662,0.003097398,0.004495822,-0.004480026,0.01366008,11.64,2.88,4.04,1
fusisporum,KHL_10360_31_1xBR,KHL_10360,0.01360288,0.01150416,-0.01588695,0.01307562,0.01542448,-0.009101939,11.12,3.07,3.62,1
fusisporum,KHL_10360_32_1xT,KHL_10360,-0.004764019,-0.008893571,-0.006002671,0.003295076,-0.006568148,0.008693457,11.67,3.13,3.73,1
inornatum,KHL_10444_img002Jonath_2x,KHL_10444,0.05118119,-0.008958269,-0.008329113,0.009922706,0.04801164,0.01892975,10.235,2.965,3.45,2
inornatum,KHL_10444_img004_1x,KHL_10444,0.06623008,0.02922326,-0.006451097,0.005563728,0.07079688,-0.01447397,9.49,2.91,3.26,1
inornatum,KHL_10444_img009Jonath_2x,KHL_10444,0.067348665,0.017804109499999998,-0.017134905,0.00214411775,0.069500775,-0.0028172250000000005,10.280000000000001,3.12,3.295,2
inornatum,KHL_10444_img014_1x,KHL_10444,0.03915537,0.02967456,-0.01092352,-0.003360134,0.04452214,-0.01956778,11.88,3.32,3.58,1
inornatum,KHL_10444_img018_1x,KHL_10444,0.06796872,0.01365556,-0.006496919,0.00707686,0.06917415,0.001237448,9.52,2.8,3.4,1
inornatum,KHL_10444_img019_2x,KHL_10444,0.046210484999999996,0.041281975000000005,-0.0161712755,5.069054999999999e-4,0.053752375,-0.030306989200000002,10.405000000000001,3.01,3.455,2
inornatum,KHL_10444_img025_3x,KHL_10444,0.031981977,0.009189689666666667,-0.011062701533333334,0.008801401333333334,0.033038482333333334,-0.0025313983333333325,10.1,2.71,3.73,3
inornatum,KHL_10444_img026_1x,KHL_10444,0.05863968,0.03616648,-0.023031,-0.005790155,0.06489959,-0.02263463,8.97,2.61,3.44,1
inornatum,KHL_10444_img031_1x,KHL_10444,0.04006125,0.001555433,-0.007509818,0.001649307,0.03945539,0.008014721,10.65,3.17,3.36,1
inornatum,KHL_10444_img034_3x,KHL_10444,0.05036839666666666,0.02301524,-0.003303054333333333,7.3508e-4,0.054065506666666666,-0.011254855999999999,9.71,2.84,3.42,3
inornatum,KHL_10444_img035_2x,KHL_10444,0.032450765,0.0071592784999999996,-0.012183771500000001,0.006694599904999999,0.03309832,-5.457589999999999e-4,10.530000000000001,2.875,3.66,2
inornatum,KHL_10444_img036_2x,KHL_10444,0.0390178,0.027675345,-0.021917415000000003,-8.290704e-4,0.043866630000000004,-0.018808119999999998,9.850000000000001,2.725,3.615,2
inornatum,KHL_10444_img037_1x,KHL_10444,0.03211857,0.004540874,-0.02197088,0.00263884,0.03226221,0.002789223,10.36,2.83,3.66,1
inornatum,KHL_10444_img037_rev,KHL_10444,0.04247452,3.3449000000000065e-4,-0.0043852135,0.010249847,0.041455655,0.0082520055,10.02,2.665,3.76,2
inornatum,KHL_10444_img038_2x,KHL_10444,0.04495141,-0.0017999149999999992,-0.0035276085,0.007283731,0.04345577,0.011107621500000001,10.235,2.855,3.585,2
inornatum,KHL_10444_img039_3x,KHL_10444,0.021927712333333335,0.02029604,-0.008554524333333334,0.009585602666666667,0.025518901333333333,-0.015339826666666667,10.38,2.87,3.61,3
inornatum,KHL_10444_img040_2x,KHL_10444,0.074028395,-0.002149172,-0.0077423185,0.001016623,0.07190282,0.017939546,10.29,3.05,3.375,2
inornatum,KHL_10444_img043_1x,KHL_10444,0.06497908,0.005244296,-0.007312596,-0.00129348,0.064606,0.009243705,10.32,2.81,3.67,1
inornatum,KHL_10444_img043_rev,KHL_10444,0.02841054,-0.01530543,-0.007400006,0.02406846,0.02427026,0.01938753,10.7,2.72,3.93,1
inornatum,KHL_10444_img045_2x,KHL_10444,0.0098728650000000015,0.0012082134999999998,-0.0140731255,0.0031950995000000005,0.00978927,0.0011144542499999998,9.79,2.7649999999999997,3.5300000000000002,2
inornatum,KHL_10444_img045_rev,KHL_10444,0.07477898,-0.0019075,-0.0155393,0.007433326,0.07258016,0.01742524,10.61,2.78,3.82,1
cochleum,KHL_10517_01_2x,KHL_10517,-0.21001,0.0143363175,-0.0034732669999999995,0.018008345000000002,-0.2026635,-0.05988478,22.085,2.1,10.515,2
cochleum,KHL_10517_02_2x,KHL_10517,-0.19140155,-5.794604999999997e-4,-0.0023736799999999995,0.0028850015,-0.18728119999999998,-0.040002575,20.575000000000003,2.215,9.295,2
cochleum,KHL_10517_02_rev,KHL_10517,-0.1919336,0.008375434,0.01156919,0.0184066,-0.1861352,-0.04936978,21.18,2.15,9.85,1
cochleum,KHL_10517_03_rev,KHL_10517,-0.21081183333333334,-0.013776620666666666,-0.002895638666666666,0.0057160675,-0.20913166666666666,-0.03135052,23.236666666666668,1.9233333333333333,12.093333333333334,3
cochleum,KHL_10517_04_3x,KHL_10517,-0.19748759999999999,-0.020321023666666667,-0.0032116076666666668,0.006820840966666667,-0.1975607,-0.023085458,19.58,1.9766666666666668,9.943333333333333,3
cochleum,KHL_10517_04_rev,KHL_10517,-0.1955365,-0.009959662,-0.002880778,0.005027181,-0.1933663,-0.03141644,20.86,2.11,9.89,1
cochleum,KHL_10517_05_rev,KHL_10517,-0.2106688,0.00492135,0.0011862596666666662,0.011899415,-0.20518866666666666,-0.05001624666666667,21.993333333333332,1.9366666666666665,11.356666666666666,3
cochleum,KHL_10517_06_3x,KHL_10517,-0.21417083333333334,-1.20199e-4,-0.0062691809999999995,0.0011358832666666667,-0.20950763333333333,-0.04502826333333333,22.3,2.1133333333333333,10.553333333333333,3
cochleum,KHL_10517_06_rev,KHL_10517,-0.2018922,0.01337199,0.01016991,0.01738405,-0.1948479,-0.05646982,24.81,2.21,11.23,1
cochleum,KHL_10517_07_2x,KHL_10517,-0.2038576,-0.035488385,0.010523294499999999,0.0013510699999999998,-0.20675735,-0.008107251000000001,22.13,2.105,10.515,2
cochleum,KHL_10517_07_rev,KHL_10517,-0.20018260000000002,0.01970540813333333,-0.012189942666666665,0.008100646,-0.1918129,-0.061772643333333335,22.34,2.2333333333333334,9.99,3
robustius,KHL_10780_image017_4,KHL_10780,0.06894855,0.02744176,7.056851e-4,0.006427157,0.07309897,-0.01193197,10.2,3.21,3.18,1
robustius,KHL_10780_image017_9,KHL_10780,0.0915365,0.007238991,-0.003973628,0.002232204,0.09100511,0.01254421,9.39,3.03,3.1,1
robustius,KHL_10780_image018_3,KHL_10780,0.06968047,-0.001886663,-0.002503938,0.007521385,0.06765233,0.01633885,10.05,3.02,3.33,1
robustius,KHL_10780_image019_1,KHL_10780,0.07277783,0.005472433,-8.219666e-4,0.007292663,0.07220551,0.01021142,9.9,2.94,3.37,1
robustius,KHL_10780_image020_2,KHL_10780,0.09274441,-0.003093455,-0.008829614,0.00293842,0.08998624,0.02272522,9.51,3.08,3.09,1
robustius,KHL_10780_image021_7,KHL_10780,0.1070344,0.01055819,-0.002824946,0.002569584,0.1068289,0.01293335,8.59,2.85,3.01,1
robustius,KHL_10780_image022_1,KHL_10780,0.06478162,-0.01527903,-0.01641959,-0.001682192,0.06011556,0.02901069,9.82,2.97,3.31,1
robustius,KHL_10780_image022_2,KHL_10780,0.07378724,0.009546031,-0.00839733,0.01224483,0.07396765,0.005867728,9.79,3.16,3.1,1
robustius,KHL_10780_image023_1,KHL_10780,0.06593726,0.02589908,0.004009074,0.007134669,0.06984284,-0.01108115,10.14,2.99,3.39,1
robustius,KHL_10780_image023_5,KHL_10780,0.08685558,0.01337553,-0.002750441,0.001942599,0.08774391,0.005916069,9.3,3.07,3.03,1
robustius,KHL_10780_image026_2,KHL_10780,0.07586365,-6.461e-5,-0.008636124,0.006374448,0.07403275,0.01601473,9.9,3.08,3.21,1
robustius,KHL_10780_image027_7,KHL_10780,0.1075326,-0.001586837,-0.00942292,0.01017562,0.1046639,0.02378536,9.03,3.07,2.94,1
robustius,KHL_10780_image029_1,KHL_10780,0.1151771,0.01622671,-0.00973424,-9.570207e-4,0.116037,0.009203291,9.21,3.17,2.91,1
robustius,KHL_10780_image030_1,KHL_10780,0.09735638,-8.236561e-4,-0.002624,0.009989135,0.09489616,0.02142175,10.12,3.41,2.97,1
robustius,KHL_10780_image032_3,KHL_10780,0.100091,0.01787243,-0.005337712,0.003532988,0.1015536,0.004316878,9.83,3.14,3.13,1
robustius,KHL_10780_image035_15,KHL_10780,0.09025352,-0.01685892,-0.0065907,-0.001794899,0.08475838,0.03582388,9.58,2.97,3.23,1
robustius,KHL_10780_image035_2,KHL_10780,0.08266275,0.01468649,-0.004747311,0.002074957,0.08385487,0.003229042,9.27,2.92,3.17,1
robustius,KHL_10780_image036_2,KHL_10780,0.06880723,0.002192897,-0.003476542,0.004503369,0.06766687,0.01262063,9.69,2.89,3.35,1
robustius,KHL_10813_01_3xC,KHL_10813,0.10250472666666667,0.04617082,-0.009886805,0.003837829666666667,0.10978643333333334,-0.023740063333333332,9.063333333333333,2.93,3.1,3
robustius,KHL_10813_01_rev,KHL_10813,0.100978435,0.010218131,-0.012969561,0.0037786140000000005,0.10080853000000001,0.011600636499999999,9.030000000000001,2.975,3.035,2
robustius,KHL_10813_03_rev,KHL_10813,0.085802585,0.025284414999999998,-0.009281105500000001,0.007853278,0.08906326,-0.0069249739999999995,10.3,3.375,3.0549999999999997,2
robustius,KHL_10813_04_2xC,KHL_10813,0.08757999999999999,0.025299015,-0.0133622745,0.0129175225,0.090711225,-0.00695275275,9.73,3.175,3.06,2
robustius,KHL_10813_05_rev,KHL_10813,0.132087,0.006800629,-0.01657403,0.009033511,0.1304259,0.02042178,9.22,3.48,2.65,1
robustius,KHL_10813_06_2x,KHL_10813,0.04069618,0.07462655,-0.0122764,0.005932592,0.05523641,-0.06454833,10.41,2.77,3.76,1
robustius,KHL_10813_07_4x,KHL_10813,0.1104651125,0.033112019,-0.0104741595,0.00629931625,0.11485323,-0.00935379925,9.067499999999999,2.9450000000000003,3.0775,4
cochleum,KHL_11200_01_1xCT,KHL_11200,-0.2067672,-0.0619168,0.03236216,0.01433581,-0.2151456,0.01709699,20.38,1.9,10.73,1
cochleum,KHL_11200_02x_1x,KHL_11200,-0.1744751,-0.0548016,0.001665517,-0.01074693,-0.181883,0.0182796,16.06,1.93,8.32,1
cochleum,KHL_11200_03a_1xC,KHL_11200,-0.1655974,-0.02646409,0.003541809,0.009985272,-0.1675776,-0.009576058,15.4,1.87,8.24,1
cochleum,KHL_11200_03x_1x,KHL_11200,-0.1665911,-0.02633961,0.02157424,0.01086618,-0.1684708,-0.009550474,15.91,1.96,8.12,1
cochleum,KHL_11200_04_1x,KHL_11200,-0.1897273,-0.01482077,-0.001363104,0.01526518,-0.1888308,-0.02645688,18.91,2.12,8.92,1
cochleum,KHL_11200_05_1,KHL_11200,-0.1769624,-0.05464072,0.007638919,7.080101e-4,-0.1844229,0.01616069,16.77,1.81,9.27,1
cochleum,KHL_11200_06x_rev,KHL_11200,-0.1658998,-0.03029846,0.02302667,0.01010312,-0.1685999,-0.005218948,15.87,1.82,8.72,1
cochleum,KHL_11200_07_paint,KHL_11200,-0.1882931,-0.03713332,-5.881284e-4,0.005331001,-0.1919171,-0.003364688,16.2,1.63,9.94,1
cochleum,KHL_11200_12x_1,KHL_11200,-0.1672854,-0.05764662,0.01108456,-2.334496e-4,-0.175539,0.02186343,15,1.73,8.67,1
cochleum,KHL_11200_13_1,KHL_11200,-0.1632536,-4.768828e-5,0.003507372,0.01396483,-0.1598572,-0.03498917,15.46,1.86,8.31,1
tropicum,KHL_14333_03_1xT,KHL_14333,-0.1214451,-0.0281471,-0.02123947,0.008974797,-0.1248511,6.878818e-5,12.17,1.98,6.15,1
tropicum,KHL_14333_07_1xCR,KHL_14333,-0.09524857,-0.03645751,-0.01104631,8.146104e-4,-0.1008338,0.01566523,13.11,2.42,5.42,1
tropicum,KHL_14333_08_rev,KHL_14333,-0.09445211,-0.03775853,-0.005870104,0.007572489,-0.1003813,0.0162753,12.73,2.15,5.92,1
tropicum,KHL_14333_11_rev,KHL_14333,-0.09084695,-0.03324385,-0.008304563,-0.009892255,-0.09571296,0.01420177,10.89,1.9,5.73,1
tropicum,KHL_14333_12_rev,KHL_14333,-0.1096619,-0.06690287,-0.0149324,-0.01094614,-0.1211243,0.042321,12.47,2,6.24,1
tropicum,KHL_14333_18_rev,KHL_14333,-0.1186159,-0.01537817,0.005093422,0.01014355,-0.1192924,-0.01048194,13.25,2.1,6.31,1
tropicum,KHL_14333_19_rev,KHL_14333,-0.1160763,-0.04846981,-0.006533898,-0.002438617,-0.1236525,0.02286103,13.46,2.21,6.09,1
tropicum,KHL_14333_20_rev,KHL_14333,-0.1087366,-0.01461975,-0.03326694,-0.004261008,-0.109527,-0.008794493,12.77,2.06,6.2,1
tropicum,KHL_14333_22_rev,KHL_14333,-0.09833811,-0.06655971,0.001668998,-9.148797e-4,-0.1100757,0.04349948,11.95,2.1,5.69,1
tropicum,KHL_14333_23_1x,KHL_14333,-0.1002928,-0.04934294,-0.01377642,-0.01665837,-0.1082344,0.02869905,11.9,1.99,5.98,1
cochleum,KHL_14355_01_1xT,KHL_14355,-0.1747511,-0.002454447,-0.01196057,0.003721982,-0.1714959,-0.03444101,20.08,2.19,9.17,1
cochleum,KHL_14355_02_2xC,KHL_14355,-0.17988710000000002,-0.015757185,-0.0023887415,0.011895165,-0.17937605,-0.02312624,22.525,2.2800000000000002,9.875,2
cochleum,KHL_14355_06_1xC,KHL_14355,-0.1788266,-0.0280337,0.01336922,0.007661028,-0.1807681,-0.01032815,22.02,2.36,9.33,1
cochleum,KHL_14355_06_rev,KHL_14355,-0.17871,-0.03074386,0.00338564,-0.003174003,-0.1811264,-0.006610964,21.66,2.06,10.51,1
cochleum,KHL_14355_07_3x,KHL_14355,-0.1696765,0.0030162703333333337,0.004961726333333333,0.011218956,-0.16543923333333332,-0.038866396666666664,19.466666666666665,2.18,8.923333333333334,3
cochleum,KHL_14355_08_1xTR,KHL_14355,-0.1737751,-0.02830676,0.01477478,-0.00238371,-0.1757271,-0.00796238,20.58,2.21,9.31,1
cochleum,KHL_14355_13_rev,KHL_14355,-0.1734564,-0.037667155,0.01999194,0.005074291999999999,-0.17746689999999998,8.109335e-4,19.715,2.16,9.125,2
cochleum,KHL_14355_14_4x,KHL_14355,-0.17903297499999998,-0.031176185749999998,0.0042718140000000005,0.0012647992500000001,-0.181581225,-0.006800783000000001,21.997500000000002,2.2475,9.805,4
cochleum,KHL_14355_21_1xCL,KHL_14355,-0.1795372,0.008946722,-0.001517078,0.00772183,-0.1738495,-0.04676966,20.41,2.12,9.63,1
cochleum,KHL_14355_21_rev,KHL_14355,-0.1753495,-0.02069163,-6.426398e-4,-0.00485485,-0.1757655,-0.01618642,20.79,2.2,9.45,1
fusisporum,KHL_9093_01_rev,KHL_9093,-0.04101532,-0.02711476,-0.02104041,-0.008152427,-0.04573748,0.01942182,13.62,3.23,4.22,1
fusisporum,KHL_9093_06_1x,KHL_9093,-0.01113866,-0.02853855,-0.003956537,0.005537748,-0.01696162,0.02541197,12.81,3.13,4.09,1
fusisporum,KHL_9093_08_rev,KHL_9093,-0.03834854,-0.02511333,-0.007124095,-0.003275601,-0.04276171,0.01751764,13,2.9,4.48,1
fusisporum,KHL_9093_16_1xT,KHL_9093,-0.03502465,-0.01340592,-0.01495174,0.0025281,-0.03713508,0.005914027,11.69,2.69,4.35,1
fusisporum,KHL_9093_17_2xR,KHL_9093,-0.0386315,0.0038013375,-0.01956233,0.00315548925,-0.037140405,-0.0118895645,12.155000000000001,2.54,4.785,2
fusisporum,KHL_9093_18_1xR,KHL_9093,-0.05851681,-0.04456216,0.007213845,0.01043331,-0.06664225,0.03124746,12.67,2.53,5.01,1
fusisporum,KHL_9093_22_rev,KHL_9093,-0.03972712,-0.03030933,-0.02455043,-0.015001,-0.045094,0.02256249,12.42,2.47,5.03,1
fusisporum,KHL_9093_23_1xTR,KHL_9093,-0.04288134,-0.05369254,-0.003419383,-0.00567723,-0.05310927,0.04406917,11.72,2.46,4.76,1
